atom_id,label,lift,local_freq,global_freq,n_with_report,top3_by_lift,freq_pct
145,Probable sinus tachycardia.,146.17,0.15,0.001,20.0,"Probable sinus tachycardia.(lift 146.2,n3) | Left bundle branch block(lift 18.9,n11) | Sinus tachycardia(lift 2.9,n3)",0.5819745386139357
146,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
147,Probable sinus tachycardia.,389.79,0.4,0.001,20.0,"Probable sinus tachycardia.(lift 389.8,n8) | Probable sinus tachycardia(lift 326.2,n8) | Left ventricular hypertrophy(lift 3.9,n3)",0.0367483922578387
148,Septal T wave changes are nonspecific,16.8,0.2,0.0119,11.0,"Septal T wave changes are nonspecific(lift 16.8,n4)",0.2626135106589087
149,Incomplete RBBB,33.3,0.25,0.0075,20.0,"Incomplete RBBB(lift 33.3,n5) | rSr'(V1) - probable normal variant(lift 23.3,n10) | Sinus bradycardia(lift 9.3,n14)",1.1048266638334572
150,Extensive ST-T changes may be due to myocardial ischemia,30.16,0.417,0.0138,12.0,"Extensive ST-T changes may be due to myocardial ischemia(lift 30.2,n5) | Low QRS voltages in limb leads(lift 10.2,n3)",0.0014999343778709
151,RBBB with left anterior fascicular block,26.63,0.7,0.0263,20.0,"RBBB with left anterior fascicular block(lift 26.6,n14) | Sinus rhythm with PAC(s)(lift 14.5,n3) | Left axis deviation(lift 7.4,n14)",0.0484978782178279
152,Right bundle branch block,9.55,0.4,0.0419,20.0,"Right bundle branch block(lift 9.5,n8) | Sinus bradycardia(lift 4.0,n6)",0.0093745898616935
153,Short PR interval,17.96,0.25,0.0139,16.0,"Short PR interval(lift 18.0,n5) | Low QRS voltages in precordial leads(lift 4.0,n4) | Leftward axis(lift 3.6,n3)",4.304061697300743
154,Pacemaker rhythm - no further analysis,18.74,0.333,0.0178,9.0,"Pacemaker rhythm - no further analysis(lift 18.7,n3)",0.0011249507834032
155,Sinus bradycardia with sinus arrhythmia,31.51,0.15,0.0048,20.0,"Sinus bradycardia with sinus arrhythmia(lift 31.5,n3) | Sinus bradycardia(lift 7.3,n11)",5.766122732130469
156,Atrial flutter with rapid ventricular response with 2:1 A-V block.,234.61,0.2,0.0009,20.0,"Atrial flutter with rapid ventricular response with 2:1 A-V block.(lift 234.6,n4) | Atrial flutter with rapid ventricular response with 2:1 A-V block(lift 218.9,n4) | Possible atrial flutter with rapid ventricular response.(lift 126.2,n3)",0.9715824932659196
157,Biatrial enlargement,518.54,0.35,0.0007,20.0,"Biatrial enlargement(lift 518.5,n7) | Right bundle branch block(lift 23.9,n20) | Inferior/lateral ST-T changes are nonspecific(lift 11.7,n4)",0.1401188697994462
158,Sinus tachycardia,14.29,0.75,0.0525,20.0,"Sinus tachycardia(lift 14.3,n15) | Probable left atrial enlargement(lift 12.4,n4) | Sinus tachycardia.(lift 8.6,n3)",1.3950639659514896
159,Inferior infarct - age undetermined,3.85,0.2,0.052,19.0,"Inferior infarct - age undetermined(lift 3.8,n4) | Left axis deviation(lift 3.7,n7)",5.488259888629872
160,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
161,RBBB with left anterior fascicular block,20.93,0.55,0.0263,20.0,"RBBB with left anterior fascicular block(lift 20.9,n11) | Atrial fibrillation.(lift 13.7,n3) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 11.8,n3)",0.4697294493365915
162,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,3.5040966957695603
163,Atrial fibrillation.,22.79,0.25,0.011,20.0,"Atrial fibrillation.(lift 22.8,n5) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 20.3,n4) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 19.1,n3)",3.2009849569081354
164,Right bundle branch block,20.29,0.85,0.0419,20.0,"Right bundle branch block(lift 20.3,n17) | Probable left atrial enlargement(lift 15.5,n5) | Sinus bradycardia(lift 3.3,n5)",1.3925640753217048
165,Generalized low QRS voltages,39.27,0.3,0.0076,20.0,"Generalized low QRS voltages(lift 39.3,n6) | Sinus tachycardia.(lift 23.1,n8) | Short PR interval(lift 21.5,n6)",3.3634778478441567
166,Sinus tachycardia.,11.53,0.2,0.0173,20.0,"Sinus tachycardia.(lift 11.5,n4) | Possible anteroseptal infarct - age undetermined(lift 8.6,n3) | Poor R wave progression - probable normal variant(lift 4.3,n4)",0.2169905066653334
167,NO_SPECIFIC_DX,0.0,0.0,0.0,13.0,,0.0018749179723387
168,Possible anterior infarct - age undetermined,8.15,0.35,0.0429,20.0,"Possible anterior infarct - age undetermined(lift 8.2,n7) | Leftward axis(lift 6.0,n5) | Left ventricular hypertrophy(lift 5.2,n4)",1.8660433606029736
169,Right bundle branch block,5.97,0.25,0.0419,20.0,"Right bundle branch block(lift 6.0,n5) | Low QRS voltages in precordial leads(lift 5.0,n5) | Inferior infarct - age undetermined(lift 3.8,n4)",0.0024998906297849
170,Left bundle branch block,20.62,0.6,0.0291,20.0,"Left bundle branch block(lift 20.6,n12) | Left axis deviation(lift 3.7,n7)",2.498515689938565
171,Severe right axis deviation,58.14,0.15,0.0026,20.0,"Severe right axis deviation(lift 58.1,n3) | Marked left axis deviation(lift 47.3,n3) | RBBB with left anterior fascicular block(lift 17.1,n9)",4.13181923290856
172,Ventricular pacing.,62.28,0.15,0.0024,20.0,"Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 11.2,n4) | Prolonged QT interval(lift 4.3,n4)",0.0028748742242526
173,Extensive infarct - age undetermined,41.34,0.25,0.006,20.0,"Extensive infarct - age undetermined(lift 41.3,n5) | Anteroseptal infarct - age undetermined(lift 16.0,n3) | Left anterior fascicular block(lift 15.9,n5)",3.2536076546651085
174,Probable sinus tachycardia.,146.17,0.15,0.001,20.0,"Probable sinus tachycardia.(lift 146.2,n3) | Probable sinus tachycardia(lift 122.3,n3) | Extensive ST-T changes may be due to myocardial ischemia(lift 18.1,n5)",2.123282106407845
175,Ventricular pacing,36.58,0.3,0.0082,19.0,"Ventricular pacing(lift 36.6,n6) | Pacemaker rhythm - no further analysis(lift 28.1,n10) | IV conduction defect(lift 6.2,n4)",1.940540101370565
176,Possible septal infarct - age undetermined,20.22,0.3,0.0148,10.0,"Possible septal infarct - age undetermined(lift 20.2,n3) | Left axis deviation(lift 4.3,n4)",0.0012499453148924
177,"Poor quality data, interpretation may be affected",3636.52,0.15,0.0,17.0,"Poor quality data, interpretation may be affected(lift 3636.5,n3) | ST elevation, consider inferior injury(lift 172.4,n4)",0.2384895660814839
178,Atrial fibrillation with rapid ventricular response,21.9,0.25,0.0114,20.0,"Atrial fibrillation with rapid ventricular response(lift 21.9,n5) | Atrial fibrillation(lift 8.5,n7)",3.158611810733281
179,Severe right axis deviation,77.52,0.2,0.0026,19.0,"Severe right axis deviation(lift 77.5,n4) | Lateral infarct - age undetermined(lift 44.4,n4) | Extensive infarct - age undetermined(lift 33.1,n4)",1.2893185923115864
180,QRS changes V3/V4 may be due to LVH but cannot rule out anterior infarct,19.18,0.15,0.0078,20.0,"QRS changes V3/V4 may be due to LVH but cannot rule out anterior infarct(lift 19.2,n3) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 19.1,n3) | Atrial fibrillation(lift 18.2,n15)",3.7312117594855225
181,Incomplete analysis due to missing data in precordial lead(s),1445.85,0.15,0.0001,20.0,"Incomplete analysis due to missing data in precordial lead(s)(lift 1445.8,n3) | Sinus tachycardia(lift 6.7,n7) | Right bundle branch block(lift 4.8,n4)",0.0582474516739892
182,Sinus bradycardia,11.32,0.85,0.0751,20.0,"Sinus bradycardia(lift 11.3,n17)",7.690163555344454
183,Possible right atrial abnormality,31.94,0.15,0.0047,20.0,"Possible right atrial abnormality(lift 31.9,n3) | RBBB with left anterior fascicular block(lift 24.7,n13) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 22.9,n5)",0.949583455723812
184,NO_RECORDS,0.0,0.0,0.0,,,0.0
185,Accelerated idioventricular rhythm.,152.48,0.15,0.001,20.0,"Accelerated idioventricular rhythm.(lift 152.5,n3) | Possible lateral infarct - age undetermined(lift 30.0,n3) | RBBB with left anterior fascicular block(lift 13.3,n7)",2.0341610054560118
186,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
187,Anteroseptal T wave changes are nonspecific,46.28,0.15,0.0032,16.0,"Anteroseptal T wave changes are nonspecific(lift 46.3,n3)",3.666339597642603
188,"Anterior infarct, old",99.85,0.25,0.0025,19.0,"Anterior infarct, old(lift 99.9,n5) | Inferior infarct, old(lift 29.0,n4) | Prolonged PR interval(lift 21.3,n3)",3.642590636659646
189,RBBB with left anterior fascicular block,19.02,0.5,0.0263,20.0,"RBBB with left anterior fascicular block(lift 19.0,n10) | Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3) | Left anterior fascicular block(lift 9.5,n3)",6.000112495078341
190,Sinus tachycardia.,23.06,0.4,0.0173,20.0,"Sinus tachycardia.(lift 23.1,n8) | Septal T wave changes are nonspecific(lift 16.8,n4) | Possible left atrial abnormality(lift 10.7,n4)",7.22068409507084
191,Sinus bradycardia,3.33,0.25,0.0751,20.0,"Sinus bradycardia(lift 3.3,n5) | Low QRS voltages in precordial leads(lift 3.0,n3)",0.0034998468816989
192,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0004999781259569
193,Sinus tachycardia.,8.65,0.15,0.0173,20.0,"Sinus tachycardia.(lift 8.6,n3) | Inferior infarct - age undetermined(lift 3.8,n4) | Sinus tachycardia(lift 2.9,n3)",1.7371739986375596
194,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0007499671889354
195,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0006249726574462
196,Prolonged QT interval,3.24,0.15,0.0463,20.0,"Prolonged QT interval(lift 3.2,n3) | Sinus bradycardia(lift 2.7,n4)",0.0031248632872311
197,Sinus tachycardia,10.88,0.571,0.0525,7.0,"Sinus tachycardia(lift 10.9,n4)",0.0008749617204247
198,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Extensive ST-T changes are nonspecific(lift 15.2,n3) | Short PR interval(lift 10.8,n3)",3.709712700069372
199,RBBB with left anterior fascicular block,5.71,0.15,0.0263,16.0,"RBBB with left anterior fascicular block(lift 5.7,n3) | Low QRS voltages in precordial leads(lift 3.0,n3) | Left axis deviation(lift 2.7,n5)",0.0734967845156774
200,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0009999562519139
201,Severe right axis deviation,96.9,0.25,0.0026,20.0,"Severe right axis deviation(lift 96.9,n5) | Normal ECG based on available leads(lift 88.9,n5) | Sinus bradycardia.(lift 10.2,n3)",0.36535901554307
202,Short PR interval,10.77,0.15,0.0139,16.0,"Short PR interval(lift 10.8,n3) | Anterior T wave changes are nonspecific(lift 9.5,n4)",11.728236889636078
203,Generalized low QRS voltages,26.18,0.2,0.0076,20.0,"Generalized low QRS voltages(lift 26.2,n4) | Indeterminate axis(lift 21.3,n3) | Low QRS voltages in limb leads(lift 20.3,n10)",0.0208740867587043
204,A-V sequential pacemaker,234.39,0.6,0.0026,20.0,"A-V sequential pacemaker(lift 234.4,n12) | Pacemaker rhythm - no further analysis(lift 47.8,n17)",0.789340466354597
205,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
206,Sinus tachycardia,2.86,0.15,0.0525,10.0,"Sinus tachycardia(lift 2.9,n3)",0.3562344147443549
207,Sinus bradycardia,8.66,0.65,0.0751,20.0,"Sinus bradycardia(lift 8.7,n13) | Inferior T wave changes are nonspecific(lift 5.4,n4)",2.653633903516721
208,NO_SPECIFIC_DX,0.0,0.0,0.0,17.0,,6.778578437193373
209,Extensive infarct - age undetermined,24.8,0.15,0.006,20.0,"Extensive infarct - age undetermined(lift 24.8,n3) | Ventricular pacing(lift 18.3,n3) | Pacemaker rhythm - no further analysis(lift 16.9,n6)",2.043535595317705
210,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0007499671889354
211,Sinus bradycardia.,20.33,0.3,0.0148,20.0,"Sinus bradycardia.(lift 20.3,n6) | Sinus bradycardia(lift 8.0,n12) | Anterior T wave changes are nonspecific(lift 7.1,n3)",5.069528208140894
212,Atrial flutter with 4:1 A-V block,1037.08,0.35,0.0003,20.0,"Atrial flutter with 4:1 A-V block(lift 1037.1,n7) | Inferior ST elevation, CONSIDER ACUTE INFARCT(lift 43.7,n3) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 22.9,n5)",2.3318979794633985
213,Anterior T wave changes are nonspecific,9.51,0.2,0.021,14.0,"Anterior T wave changes are nonspecific(lift 9.5,n4)",6.510465167148937
214,Atrial fibrillation.,27.35,0.3,0.011,20.0,"Atrial fibrillation.(lift 27.3,n6) | Extensive ST-T changes are nonspecific(lift 15.2,n3) | Atrial fibrillation(lift 12.2,n10)",1.921165948989732
215,NO_RECORDS,0.0,0.0,0.0,,,0.0
216,Sinus rhythm with 1st degree A-V block.,52.94,0.25,0.0047,20.0,"Sinus rhythm with 1st degree A-V block.(lift 52.9,n5) | Sinus rhythm with 1st degree A-V block(lift 24.4,n7) | Pacemaker rhythm - no further analysis(lift 11.2,n4)",3.511596367658915
217,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
218,Lateral ST-T changes may be due to hypertrophy and/or ischemia,44.88,0.4,0.0089,20.0,"Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 44.9,n8) | IV conduction defect(lift 21.8,n14) | QRS changes V3/V4 may be due to LVH but cannot rule out anterior infarct(lift 19.2,n3)",2.9287468673245547
219,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,3.8747054816351785
220,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.1058703681713925
221,Anterolateral T wave changes may be due to myocardial ischemia,69.65,0.15,0.0022,20.0,"Anterolateral T wave changes may be due to myocardial ischemia(lift 69.6,n3) | Sinus bradycardia.(lift 23.7,n7) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 20.3,n4)",5.163774084883786
222,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0006249726574462
223,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0013749398463817
224,Ventricular pacing,67.06,0.55,0.0082,20.0,"Ventricular pacing(lift 67.1,n11) | Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 45.0,n16)",0.5837244620547851
225,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Short PR interval(lift 10.8,n3) | Low QRS voltages in precordial leads(lift 8.9,n9)",0.902085533757898
226,Possible extensive infarct - age undetermined,79.42,0.15,0.0019,20.0,"Possible extensive infarct - age undetermined(lift 79.4,n3) | Lateral ST elevation, CONSIDER ACUTE INFARCT(lift 52.6,n3) | Atrial fibrillation with rapid ventricular response.(lift 26.4,n4)",3.33635403451099
227,Sinus bradycardia.,10.16,0.15,0.0148,19.0,"Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 6.0,n9) | Prolonged QT interval(lift 3.2,n3)",0.0048747867280806
228,Ventricular pacing.,83.03,0.2,0.0024,20.0,"Ventricular pacing.(lift 83.0,n4) | Demand pacing(lift 35.3,n4) | Pacemaker rhythm - no further analysis(lift 28.1,n10)",0.0037498359446774
229,A-V sequential pacemaker,117.19,0.3,0.0026,20.0,"A-V sequential pacemaker(lift 117.2,n6) | Ventricular pacing.(lift 83.0,n4) | Ventricular pacing(lift 54.9,n9)",2.321398438818301
230,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,8.37163374102383
231,"ST elev, probable normal early repol pattern",83.06,0.4,0.0048,16.0,"ST elev, probable normal early repol pattern(lift 83.1,n8) | Left ventricular hypertrophy(lift 3.9,n3)",5.585755623191486
232,Extensive ST-T changes may be due to hypertrophy and/or ischemia,30.47,0.3,0.0098,20.0,"Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 30.5,n6) | Inferior/lateral ST-T changes are probably due to ventricular hypertrophy(lift 30.0,n3) | LVH with secondary repolarization abnormality(lift 21.8,n8)",5.9541145074902975
233,Atrial fibrillation with rapid ventricular response.,33.02,0.25,0.0076,20.0,"Atrial fibrillation with rapid ventricular response.(lift 33.0,n5) | Atrial fibrillation with rapid ventricular response(lift 21.9,n5) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 11.8,n3)",3.845706750329673
234,Sinus bradycardia with 1st degree A-V block,40.01,0.25,0.0062,20.0,"Sinus bradycardia with 1st degree A-V block(lift 40.0,n5) | Left bundle branch block(lift 17.2,n10) | RBBB with left anterior fascicular block(lift 11.4,n6)",0.0357484360059247
235,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
236,Ventricular pacing.,62.28,0.15,0.0024,20.0,"Ventricular pacing.(lift 62.3,n3) | Left bundle branch block(lift 17.2,n10) | Pacemaker rhythm - no further analysis(lift 11.2,n4)",1.943664964657796
237,Sinus bradycardia,7.33,0.55,0.0751,20.0,"Sinus bradycardia(lift 7.3,n11) | Inferior T wave changes are nonspecific(lift 4.1,n3) | Poor R wave progression - probable normal variant(lift 3.2,n3)",4.72141843794334
238,Sinus rhythm with borderline 1st degree A-V block,9.81,0.15,0.0153,20.0,"Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3) | Low QRS voltages in precordial leads(lift 8.0,n8) | Leftward axis(lift 4.8,n4)",15.505446636709644
239,Right ventricular hypertrophy,140.74,0.65,0.0046,20.0,"Right ventricular hypertrophy(lift 140.7,n13) | Right axis deviation(lift 64.9,n10) | Incomplete RBBB(lift 33.3,n5)",6.104607923403351
240,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
241,Left ventricular hypertrophy,9.12,0.35,0.0384,19.0,"Left ventricular hypertrophy(lift 9.1,n7) | Leftward axis(lift 3.6,n3)",10.638159580518352
242,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,0.0013749398463817
243,ST junctional depression is nonspecific,15.89,0.2,0.0126,20.0,"ST junctional depression is nonspecific(lift 15.9,n4) | Sinus tachycardia.(lift 14.4,n5) | Sinus tachycardia(lift 12.4,n13)",1.1849481585180648
244,Right axis deviation,32.45,0.25,0.0077,20.0,"Right axis deviation(lift 32.4,n5) | ST junctional depression is nonspecific(lift 15.9,n4) | Sinus tachycardia(lift 15.2,n16)",2.527389426712581
245,Probable left atrial enlargement,15.47,0.25,0.0162,17.0,"Probable left atrial enlargement(lift 15.5,n5) | Left anterior fascicular block(lift 12.7,n4) | Sinus tachycardia(lift 7.6,n8)",3.4645984238189578
246,NO_SPECIFIC_DX,0.0,0.0,0.0,9.0,,2.548263513471285
247,IV conduction defect,6.22,0.2,0.0322,19.0,"IV conduction defect(lift 6.2,n4) | Left bundle branch block(lift 5.2,n3) | Leftward axis(lift 3.6,n3)",6.0852337710225175
248,rSr'(V1) - probable normal variant,27.95,0.6,0.0215,19.0,"rSr'(V1) - probable normal variant(lift 27.9,n12) | Incomplete RBBB(lift 20.0,n3) | Inferior T wave changes are nonspecific(lift 5.4,n4)",17.711100139368902
249,Right bundle branch block,7.46,0.312,0.0419,16.0,"Right bundle branch block(lift 7.5,n5)",0.0019999125038279
250,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
251,Atrial fibrillation with rapid ventricular response,17.52,0.2,0.0114,20.0,"Atrial fibrillation with rapid ventricular response(lift 17.5,n4) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3) | Lateral ST-T changes may be due to myocardial ischemia(lift 8.2,n3)",2.3042741880042747
252,Atrial fibrillation with rapid ventricular response,17.52,0.2,0.0114,20.0,"Atrial fibrillation with rapid ventricular response(lift 17.5,n4) | Sinus tachycardia(lift 2.9,n3)",2.4617672976807263
253,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
254,Anterior T wave changes are nonspecific,7.13,0.15,0.021,16.0,"Anterior T wave changes are nonspecific(lift 7.1,n3)",0.1299943127488172
255,Probable supraventricular tachycardia.,829.05,0.4,0.0005,20.0,"Probable supraventricular tachycardia.(lift 829.1,n8) | Sinus tachycardia(lift 2.9,n3)",2.401269944439931
256,Left axis deviation,10.63,1.0,0.0941,3.0,"Left axis deviation(lift 10.6,n3)",0.0003749835944677
257,Poor R wave progression - probable normal variant,4.8,0.222,0.0463,15.0,"Poor R wave progression - probable normal variant(lift 4.8,n4) | Sinus bradycardia(lift 4.4,n6) | Prolonged QT interval(lift 3.6,n3)",0.0022499015668064
258,- 2:1 A-V block,2033.99,0.15,0.0001,20.0,"- 2:1 A-V block(lift 2034.0,n3) | Atrial flutter with uncontrolled ventricular response with 2:1 A-V block.(lift 1322.4,n4) | Atrial flutter with uncontrolled ventricular response with 2:1 A-V block(lift 1269.9,n4)",0.4437305867868281
